Symptoms,Disease
"Having a cough accompanied by the expectoration of green, yellow, or bloody sputum",Pneumonia
"Experiencing frequent coughing episodes with the discharge of colored, possibly bloody, mucus",Pneumonia
"Noticing coughing episodes that result in the expulsion of greenish, yellowish, or bloody mucus",Pneumonia
"Having a cough that produces greenish, yellowish, or bloody phlegm",Pneumonia
"Experiencing bouts of coughing with the expectoration of discolored, possibly bloody, sputum",Pneumonia
"Noticing coughing fits accompanied by the expulsion of colored, possibly bloody, mucus",Pneumonia
"Having a cough characterized by the discharge of green, yellow, or bloody mucus",Pneumonia
"Experiencing coughing spells with the expectoration of colored, possibly bloody, phlegm",Pneumonia
"Noticing a persistent cough with the expulsion of green, yellow, or bloody sputum",Pneumonia
"Having a cough accompanied by the production of green, yellow, or bloody mucus",Pneumonia
"Experiencing frequent coughing with the presence of discolored, possibly bloody, sputum",Pneumonia
"Noticing coughing episodes with the discharge of green, yellow, or bloody phlegm",Pneumonia
"Experiencing coughing with the presence of greenish, yellowish, or bloody mucus",Pneumonia
"Noticing coughing spells accompanied by the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Having a cough characterized by the expectoration of green, yellow, or bloody sputum",Pneumonia
"Having a cough that results in the expulsion of green, yellow, or bloody mucus",Pneumonia
"Experiencing bouts of coughing with the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Noticing coughing fits with the expectoration of green, yellow, or bloody sputum",Pneumonia
"Having a cough characterized by the production of colored, possibly bloody, mucus",Pneumonia
"Experiencing coughing spells with the presence of greenish, yellowish, or bloody mucus",Pneumonia
"Having a cough accompanied by the expectoration of greenish, yellowish, or bloody sputum",Pneumonia
"Experiencing frequent coughing episodes with the expulsion of green, yellow, or bloody mucus",Pneumonia
"Noticing coughing episodes that result in the discharge of colored, possibly bloody, mucus",Pneumonia
"Having a cough that produces discolored, possibly bloody, phlegm",Pneumonia
"Experiencing bouts of coughing with the presence of green, yellow, or bloody sputum",Pneumonia
"Noticing coughing fits accompanied by the production of green, yellow, or bloody mucus",Pneumonia
"Experiencing coughing spells with the expectoration of discolored, possibly bloody, sputum",Pneumonia
"Noticing a persistent cough with the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Having a cough accompanied by the production of discolored, possibly bloody, mucus",Pneumonia
"Experiencing frequent coughing with the expectoration of green, yellow, or bloody sputum",Pneumonia
"Noticing coughing episodes with the presence of colored, possibly bloody, mucus",Pneumonia
"Having a cough that results in the discharge of colored, possibly bloody, phlegm",Pneumonia
"Experiencing bouts of coughing with the expulsion of greenish, yellowish, or bloody mucus",Pneumonia
"Noticing coughing fits with the production of discolored, possibly bloody, mucus",Pneumonia
"Having a cough characterized by the expectoration of colored, possibly bloody, sputum",Pneumonia
"Noticing a persistent cough with the expectoration of green, yellow, or bloody mucus",Pneumonia
"Having a cough accompanied by the expulsion of discolored, possibly bloody, sputum",Pneumonia
"Experiencing frequent coughing episodes with the production of colored, possibly bloody, mucus",Pneumonia
"Noticing coughing episodes that result in the expulsion of discolored, possibly bloody, phlegm",Pneumonia
"Having a cough that produces colored, possibly bloody, phlegm",Pneumonia
"Experiencing bouts of coughing with the expectoration of greenish, yellowish, or bloody mucus",Pneumonia
"Noticing coughing fits accompanied by the presence of discolored, possibly bloody, sputum",Pneumonia
"Having a cough characterized by the discharge of discolored, possibly bloody, mucus",Pneumonia
"Experiencing coughing spells with the expulsion of colored, possibly bloody, mucus",Pneumonia
"Noticing a persistent cough with the production of discolored, possibly bloody, phlegm",Pneumonia
"Having a cough accompanied by the expectoration of discolored, possibly bloody, mucus",Pneumonia
"Experiencing frequent coughing with the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Noticing coughing episodes with the presence of greenish, yellowish, or bloody phlegm",Pneumonia
"Experiencing bouts of coughing with the presence of greenish, yellowish, or bloody phlegm",Pneumonia
"Noticing coughing fits accompanied by the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Having a cough characterized by the discharge of greenish, yellowish, or bloody sputum",Pneumonia
"Experiencing frequent coughing episodes with the expectoration of greenish, yellowish, or bloody phlegm",Pneumonia
"Noticing coughing episodes that result in the expulsion of colored, possibly bloody, phlegm",Pneumonia
"Experiencing coughing spells with the presence of discolored, possibly bloody, sputum",Pneumonia
"Noticing a persistent cough with the expulsion of discolored, possibly bloody, mucus",Pneumonia
"Having a cough accompanied by the expectoration of discolored, possibly bloody, phlegm",Pneumonia
"Having a cough that produces colored, possibly bloody, mucus",Pneumonia
"Having a cough characterized by the expectoration of greenish, yellowish, or bloody sputum",Pneumonia
"Experiencing coughing spells with the presence of greenish, yellowish, or bloody phlegm",Pneumonia
"Experiencing fever, sweating, and shaking chills along with coughing",Pneumonia
"Having a cough accompanied by fever, sweating, and shaking chills",Pneumonia
"Noticing shaking chills, fever, and sweating along with a productive cough",Pneumonia
"Experiencing coughing along with fever, sweating, and episodes of shaking chills",Pneumonia
"Having fever, sweating, and shaking chills concurrent with a cough",Pneumonia
"Noticing a productive cough accompanied by fever, sweating, and shaking chills",Pneumonia
"Experiencing fever, shaking chills, and sweating along with coughing fits",Pneumonia
"Having a cough along with episodes of fever, sweating, and shaking chills",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up mucus",Pneumonia
"Experiencing coughing fits concurrent with fever, sweating, and shaking chills",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing mucus",Pneumonia
"Noticing a productive cough accompanied by fever, sweating, and episodes of shaking chills",Pneumonia
"Experiencing fever, shaking chills, and sweating along with coughing up greenish mucus",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up bloody mucus",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing bloody mucus",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up greenish phlegm",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing yellow mucus",Pneumonia
"Experiencing fever, shaking chills, and sweating along with coughing up bloody phlegm",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up greenish sputum",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing bloody phlegm",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up yellow mucus",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing greenish phlegm",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up yellow phlegm",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing greenish sputum",Pneumonia
"Noticing shaking chills, fever, and sweating along with coughing up yellow sputum",Pneumonia
"Having fever, sweating, and shaking chills along with a cough producing yellow phlegm",Pneumonia
